,Movie,Distributor,Screen,Sales,Audience,Genre,Rate,Year,Month,Season,이경영,정인기,마동석,배성우,오달수,라미란,조진웅,김기천,한이진,오정세,CJEnM,LotteShop,Next,ShowBox,CJEnt
474,배심원들,CGV아트하우스,784,2303.13009,288113,드라마,12세이상관람가,2019,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,혼숨,(주)프레인글로벌,498,2258.422445,288016,공포(호러),15세이상관람가,2016,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,기방도령,판씨네마(주),625,2327.76019,286806,코미디,15세이상관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,1724 기방난동사건,(주)싸이더스,337,1886.195121,286657,사극,15세이상관람가,2008,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,네버엔딩 스토리,(주)화앤담이엔티,269,2106.823,283449,코미디,15세이상관람가,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,다이노 타임,씨제이이앤엠(주),430,2099.6831,283300,애니메이션,전체관람가,2015,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,극장판 안녕 자두야,씨제이이앤엠(주),523,2124.8323,278914,애니메이션,전체관람가,2016,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
481,마지막 선물,(주)쇼박스,263,1748.517833,272890,드라마,15세이상관람가,2008,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482,가루지기,(주)쇼박스,311,1777.787,272648,드라마,청소년관람불가,2008,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,요가학원,(주)싸이더스,251,1947.834107,271514,공포(호러),15세이상관람가,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,가비,(주)시네마서비스,339,1969.3605,270602,드라마,15세이상관람가,2012,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,롤러코스터,씨제이이앤엠(주),374,1913.0876,270148,코미디,15세이상관람가,2013,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
486,마이 뉴 파트너,(주)엠플러스픽쳐스,220,1696.9023329999998,265323,액션,15세이상관람가,2008,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,악질경찰,워너브러더스 코리아(주),833,2256.615278,262233,범죄,청소년관람불가,2019,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,함정,(주)인벤트스톤,445,2088.6852,257716,스릴러,청소년관람불가,2015,9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
489,기묘한 가족,메가박스중앙(주)플러스엠,625,2062.904275,256202,코미디,12세이상관람가,2019,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
490,밤의 여왕,(주)인벤트스톤,333,1762.8925,252475,멜로/로맨스,15세이상관람가,2013,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,불신지옥,(주)쇼박스,237,1818.156353,251314,미스터리,15세이상관람가,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
492,비밀은 없다,씨제이이앤엠(주),502,2027.801239,250650,스릴러,청소년관람불가,2016,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,걸스카우트,롯데쇼핑㈜롯데엔터테인먼트,257,1534.585,249114,드라마,15세이상관람가,2008,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,적과의 동침,(주)쇼박스,391,1740.34,243094,드라마,12세이상관람가,2011,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
495,미옥,(주)키다리이엔티,635,1897.705564,238587,범죄,청소년관람불가,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,강철대오:구국의 철가방,롯데쇼핑㈜롯데엔터테인먼트,366,1614.867156,233211,코미디,15세이상관람가,2012,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
497,어느날,"오퍼스픽쳐스(유),CGV아트하우스",532,1827.370582,232016,멜로/로맨스,15세이상관람가,2017,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,폐가,(주)시너지하우스 (시너지),160,1611.889133,229610,공포(호러),15세이상관람가,2010,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,순정,(주)리틀빅픽쳐스,467,1643.792033,229059,드라마,12세이상관람가,2016,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,치즈인더트랩,(주)리틀빅픽쳐스,364,1890.8737,229005,멜로/로맨스,15세이상관람가,2018,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,분노의 윤리학,롯데쇼핑㈜롯데엔터테인먼트,302,1654.554,224891,스릴러,청소년관람불가,2013,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
502,마마,롯데쇼핑㈜롯데엔터테인먼트,269,1533.8305,222731,드라마,12세이상관람가,2011,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
503,우리 집에 왜 왔니,롯데쇼핑㈜롯데엔터테인먼트,211,1427.488305,219962,드라마,15세이상관람가,2009,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
504,1급기밀,(주)리틀빅픽쳐스,512,1720.0833,217803,드라마,12세이상관람가,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,나는 공무원이다,(주)넥스트엔터테인먼트월드(NEW),278,1535.9135,217493,코미디,전체관람가,2012,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
506,속닥속닥,(주)그노스,314,1900.9143,217444,공포(호러),15세이상관람가,2018,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,라듸오 데이즈,(주)싸이더스,254,1405.6760000000004,214946,코미디,12세이상관람가,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"대한이, 민국씨",롯데쇼핑㈜롯데엔터테인먼트,174,1192.7105,212854,코미디,15세이상관람가,2008,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
509,자칼이 온다,롯데쇼핑㈜롯데엔터테인먼트,300,1430.0795,210278,코미디,15세이상관람가,2012,11,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
510,덕수리 5형제,롯데쇼핑㈜롯데엔터테인먼트,346,1560.1832,206953,코미디,15세이상관람가,2014,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
511,코알라 키드 : 영웅의 탄생,롯데쇼핑㈜롯데엔터테인먼트,234,1434.5355,205579,애니메이션,전체관람가,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,비스트,(주)넥스트엔터테인먼트월드(NEW),737,1596.14859,202007,범죄,15세이상관람가,2019,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
513,페스티발,(주)시너지하우스 (시너지),233,1541.834737,200123,코미디,청소년관람불가,2010,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,도레미파솔라시도,(주)시네마서비스,167,1182.401,199151,드라마,12세이상관람가,2008,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,어린 의뢰인,롯데컬처웍스(주)롯데엔터테인먼트,671,1631.9196,198211,드라마,12세이상관람가,2019,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,언니,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",530,1746.37325,197134,액션,청소년관람불가,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,투혼,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",356,1336.0105,193724,드라마,전체관람가,2011,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,언더독,(주)넥스트엔터테인먼트월드(NEW),612,1485.93483,193484,애니메이션,전체관람가,2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
519,응징자,(주)인벤트스톤,305,1388.4125,192347,액션,청소년관람불가,2013,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,런닝맨 : 풀룰루의 역습,(주)넥스트엔터테인먼트월드(NEW),511,1414.49475,186324,애니메이션,전체관람가,2018,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,우상,CGV아트하우스,900,1581.839728,183784,스릴러,15세이상관람가,2019,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,마이 리틀 히어로,씨제이이앤엠(주),341,1286.203128,183650,드라마,전체관람가,2013,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,아빠가 여자를 좋아해,(주)쇼박스,283,1264.3561550000004,177535,멜로/로맨스,12세이상관람가,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524,채비,오퍼스픽쳐스(유),480,1249.977864,175889,드라마,12세이상관람가,2017,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,톱스타,롯데쇼핑㈜롯데엔터테인먼트,397,1194.1805,175152,드라마,15세이상관람가,2013,10,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
526,두번할까요,(주)리틀빅픽쳐스,658,1449.66012,174938,코미디,15세이상관람가,2019,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,아빠를 빌려드립니다,"메가박스중앙(주)플러스엠,(주)레드로버",326,1188.6735,172445,코미디,12세이상관람가,2014,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,자전차왕 엄복동,(주)셀트리온엔터테인먼트,624,1304.86167,172212,드라마,12세이상관람가,2019,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,그랑프리,(주)싸이더스,235,1241.827441,170446,드라마,12세이상관람가,2010,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,대배우,"(주)대명문화공장,(주)리틀빅픽쳐스",474,1245.426228,169855,코미디,12세이상관람가,2016,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
531,노리개,(주)인벤트스톤,278,1229.5745,169054,드라마,청소년관람불가,2013,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,나는 아빠다,롯데쇼핑㈜롯데엔터테인먼트,300,1246.4205,168049,액션,청소년관람불가,2011,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
533,진범,(주)리틀빅픽쳐스,224,1424.601,167333,스릴러,15세이상관람가,2019,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,무법자,(주)넥스트엔터테인먼트월드(NEW),192,1241.201107,163334,드라마,청소년관람불가,2010,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
535,부산,(주)싸이더스,204,1185.99428,160741,액션,청소년관람불가,2009,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,최강전사 미니특공대 : 새로운 악당의 습격,에이원엔터테인먼트,318,1163.4312,154342,애니메이션,전체관람가,2015,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,달빛궁궐,(주)넥스트엔터테인먼트월드(NEW),425,1134.6397,151360,애니메이션,전체관람가,2016,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
538,로맨틱 아일랜드,실버스푼,208,1002.069212,150401,멜로/로맨스,15세이상관람가,2008,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,비정규직 특수요원,"(주)이수C&E,(주)스톰픽쳐스코리아",497,1150.7327,149719,코미디,15세이상관람가,2017,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,워킹걸,메가박스중앙(주)플러스엠,308,1183.887479,149181,코미디,청소년관람불가,2015,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
541,웨딩드레스,(주)싸이더스,183,1014.636235,146148,드라마,전체관람가,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,펜트하우스 코끼리,(주)시너지하우스 (시너지),240,1087.284273,144070,드라마,청소년관람불가,2009,11,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
543,은밀한 유혹,씨제이이앤엠(주),394,1112.4232470000004,142405,멜로/로맨스,15세이상관람가,2015,6,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
544,키친,실버스푼,179,939.320372,142336,멜로/로맨스,15세이상관람가,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,극장판 또봇: 로봇군단의 습격,씨제이이앤엠(주),231,1089.1353,141592,애니메이션,전체관람가,2017,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
546,나를 기억해,(주)키다리이엔티,545,1227.953892,140849,미스터리,청소년관람불가,2018,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,독전: 익스텐디드 컷,(주)넥스트엔터테인먼트월드(NEW),398,844.7146,137775,범죄,15세이상관람가,2018,7,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
548,0.0MHz,(주)스마일이엔티,446,1088.25886,137294,공포(호러),15세이상관람가,2019,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,극장판 꼬마버스 타요의 에이스 구출작전,(주)아이코닉스,200,905.8999,135398,애니메이션,전체관람가,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,로마의 휴일,메가박스중앙(주)플러스엠,436,993.321176,134827,코미디,15세이상관람가,2017,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,나의 절친 악당들,이십세기폭스코리아(주),384,1054.4706640000004,133553,범죄,청소년관람불가,2015,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,오늘,롯데쇼핑㈜롯데엔터테인먼트,207,712.814,131896,드라마,15세이상관람가,2011,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
553,맨홀,롯데쇼핑㈜롯데엔터테인먼트,286,1053.87613,129732,공포(호러),청소년관람불가,2014,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,구세주 2,씨제이엔터테인먼트,228,838.666517,127226,코미디,15세이상관람가,2009,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555,시간위의 집,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",454,987.9586,124601,미스터리,15세이상관람가,2017,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,마법천자문: 대마왕의 부활을 막아라,씨제이엔터테인먼트,179,800.649684,123538,애니메이션,전체관람가,2010,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,퇴마: 무녀굴,씨네그루(주)다우기술,331,951.8435,120802,공포(호러),15세이상관람가,2015,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
558,최강전사 미니특공대: 영웅의 탄생,(주)삼지애니메이션,349,866.7042,115704,애니메이션,전체관람가,2016,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,배우는 배우다,(주)넥스트엔터테인먼트월드(NEW),297,811.0310000000002,111927,드라마,청소년관람불가,2013,10,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
560,걸프렌즈,(주)넥스트엔터테인먼트월드(NEW),244,787.235297,109195,멜로/로맨스,15세이상관람가,2009,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,히트,(주)넥스트엔터테인먼트월드(NEW),171,771.0235,109019,드라마,15세이상관람가,2011,10,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
562,허밍,롯데쇼핑㈜롯데엔터테인먼트,167,640.923,104850,멜로/로맨스,12세이상관람가,2008,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,5백만불의 사나이,씨제이이앤엠(주),331,739.7895,104736,코미디,15세이상관람가,2012,7,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
564,꿈은 이루어진다,씨제이엔터테인먼트,222,730.581233,103627,코미디,15세이상관람가,2010,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
565,크게 될 놈,(주)영화사오원,447,780.91542,102223,드라마,15세이상관람가,2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,루시드 드림,(주)넥스트엔터테인먼트월드(NEW),461,759.4810000000001,102170,SF,15세이상관람가,2017,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
567,암전,TCO(주)더콘텐츠온,423,898.461215,101913,미스터리,15세이상관람가,2019,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,바람,(주)싸이더스,120,726.32161,101197,드라마,청소년관람불가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,게이트,(주)제이앤씨미디어그룹,208,820.7561,101173,범죄,15세이상관람가,2018,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
570,돌연변이,필라멘트픽쳐스,399,748.936684,100543,드라마,12세이상관람가,2015,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
571,미니특공대X,(주)삼지애니메이션,458,744.8582,99952,애니메이션,전체관람가,2018,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,여중생A,롯데컬처웍스(주)롯데엔터테인먼트,479,811.686,97849,드라마,12세이상관람가,2018,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,인류멸망 보고서,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",236,702.418,97555,SF,15세이상관람가,2012,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,슈퍼 빼꼼: 스파이 대작전,메가박스중앙(주)플러스엠,358,691.7949,97005,애니메이션,전체관람가,2017,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,천국의 우편배달부,씨제이엔터테인먼트,118,644.989646,96137,멜로/로맨스,전체관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,577 프로젝트,필라멘트픽쳐스,191,695.7655,96079,코미디,15세이상관람가,2012,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,기생령,롯데쇼핑㈜롯데엔터테인먼트,207,746.326,96077,공포(호러),청소년관람불가,2011,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
578,걷기왕,CGV아트하우스,462,710.905075,95542,드라마,12세이상관람가,2016,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,무서운 이야기 3 : 화성에서 온 소녀,롯데쇼핑㈜롯데엔터테인먼트,317,764.9675,95415,공포(호러),15세이상관람가,2016,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
580,일사각오,파이오니아21,51,682.5815,94767,드라마,12세이상관람가,2016,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,그 남자의 책 198쪽,(주)성원아이컴,220,575.174333,91387,멜로/로맨스,12세이상관람가,2008,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,써니 감독판,씨제이이앤엠(주),54,698.5495,90562,드라마,청소년관람불가,2011,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
583,그대 이름은 장미,(주)리틀빅픽쳐스,540,735.78297,88054,코미디,12세이상관람가,2019,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,어린 왕자,롯데쇼핑㈜롯데엔터테인먼트,181,493.2925,84015,드라마,12세이상관람가,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
585,터널 3D,(주)박수엔터테인먼트,264,620.874,80989,공포(호러),15세이상관람가,2014,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,쓰리 썸머 나잇,"(주)리틀빅픽쳐스,(주)인벤트스톤",297,616.132846,77621,코미디,청소년관람불가,2015,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,엽기적인 그녀 2,(주)리틀빅픽쳐스,387,588.2339,76321,멜로/로맨스,15세이상관람가,2016,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
588,회초리,롯데쇼핑㈜롯데엔터테인먼트,142,479.093,74765,드라마,12세이상관람가,2011,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,외톨이,(주)성원아이컴,199,474.4935,74282,공포(호러),15세이상관람가,2008,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,로맨틱 헤븐,(주)시네마서비스,260,542.7395,73729,드라마,12세이상관람가,2011,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,정글히어로,씨제이이앤엠(주),287,506.1943,71330,애니메이션,전체관람가,2014,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
592,번개맨,(주)키다리이엔티,393,516.7365,69303,판타지,전체관람가,2016,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,4교시 추리영역,롯데쇼핑㈜롯데엔터테인먼트,170,464.636012,68367,공포(호러),15세이상관람가,2009,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
594,닥터,(주)마인스 엔터테인먼트,163,495.5745,68312,스릴러,청소년관람불가,2013,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,당신이 잠든 사이에,(주)엠플러스픽쳐스,164,448.1145,67626,코미디,15세이상관람가,2008,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,여곡성,(주)스마일이엔티,212,594.3734,67368,공포(호러),15세이상관람가,2018,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,극장판 반지의 비밀일기,"(주)영화사 빅,(주)버킷스튜디오",459,539.84317,67319,애니메이션,전체관람가,2019,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,주문진,롯데쇼핑㈜롯데엔터테인먼트,93,378.219576,67167,드라마,12세이상관람가,2010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
599,Mr.아이돌,"롯데쇼핑㈜롯데엔터테인먼트,(주)시너지하우스 (시너지)",311,467.9825,67001,드라마,12세이상관람가,2011,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,올레,"(주)대명문화공장,(주)리틀빅픽쳐스",338,522.9389,66883,드라마,15세이상관람가,2016,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,돌이킬 수 없는,㈜케이디미디어,205,472.974485,65414,미스터리,15세이상관람가,2010,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602,"사랑한다, 사랑하지 않는다",(주)넥스트엔터테인먼트월드(NEW),80,498.3145,65282,멜로/로맨스,15세이상관람가,2011,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
603,뷰티풀 투모로우,씨제이 씨지브이(CJ CGV)(주),47,552.2737,63279,드라마,12세이상관람가,2017,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,헤드,(주)에스비에스콘텐츠허브,196,462.025,61414,액션,청소년관람불가,2011,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
605,결정적 한방,(주)화앤담이엔티,160,439.4,60944,코미디,15세이상관람가,2011,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,두 남자,(주)키다리이엔티,397,459.566121,60365,범죄,청소년관람불가,2016,11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
607,번개맨과 신비의 섬,"힘컨텐츠(주),(주)디스테이션",191,481.4747,59923,가족,전체관람가,2018,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,흑심모녀,(주)쇼박스,177,386.362,59624,가족,12세이상관람가,2008,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
609,달빛 길어올리기,"(주)쇼박스,씨제이이앤엠(주),롯데쇼핑㈜롯데엔터테인먼트",128,362.535,57186,드라마,15세이상관람가,2011,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
610,극장판 프랭키와 친구들: 생명의 나무,예지림엔터테인먼트,258,410.5186,56835,애니메이션,전체관람가,2016,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,빅뱅 메이드,씨제이 씨지브이(CJ CGV)(주),56,464.7277,55227,다큐멘터리,12세이상관람가,2016,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,내 눈에 콩깍지,씨제이엔터테인먼트,128,405.424788,55132,멜로/로맨스,12세이상관람가,2009,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
613,잡아야 산다,오퍼스픽쳐스(유),219,410.3614,54450,코미디,15세이상관람가,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,왓칭,(주)리틀빅픽쳐스,488,456.558262,54410,공포(호러),15세이상관람가,2019,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,머니백,(주)리틀빅픽쳐스,472,411.5116,52618,액션,15세이상관람가,2018,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
616,폭풍전야,(주)성원아이컴,134,393.501207,52597,드라마,청소년관람불가,2010,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,미안해 사랑해 고마워,(주)쇼박스,344,359.2478,51207,드라마,15세이상관람가,2015,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
618,서울이 보이냐,(주)시네마서비스,125,309.567,50956,가족,전체관람가,2008,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,젝스키스 에이틴,씨제이 씨지브이(CJ CGV)(주),25,364.4055,50419,다큐멘터리,전체관람가,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,비밀,CGV아트하우스,305,369.3393,50196,미스터리,15세이상관람가,2015,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,번개맨의 비밀,(주)디스테이션,309,383.52105,49751,가족,전체관람가,2018,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,더 킥,(주)쇼박스,153,331.2875,48396,액션,12세이상관람가,2011,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
623,데자뷰,(주)키다리이엔티,536,360.8331,48279,미스터리,15세이상관람가,2018,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,잘못된 만남,토이 엔터테인먼트,132,308.898,47557,드라마,15세이상관람가,2008,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,목숨 건 연애,오퍼스픽쳐스(유),393,359.7128,47479,멜로/로맨스,15세이상관람가,2016,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
626,뜨거운 안녕,(주)나이너스엔터테인먼트,172,315.291,47105,드라마,12세이상관람가,2013,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
627,비밥바룰라,(주)키다리이엔티,347,318.9862,46817,코미디,12세이상관람가,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,"그래, 가족",월트디즈니컴퍼니코리아 유한책임회사,361,350.2933,46623,코미디,12세이상관람가,2017,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,된장,"씨제이엔터테인먼트,GV 엔터테인먼트",112,339.506355,45896,미스터리,12세이상관람가,2010,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,설계,(주)팝엔터테인먼트,257,347.1888,45638,스릴러,청소년관람불가,2014,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,미운오리새끼,롯데쇼핑㈜롯데엔터테인먼트,167,308.0095,45454,드라마,15세이상관람가,2012,8,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
632,스페어,(주)필름더데이즈,62,299.701,45290,액션,15세이상관람가,2008,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
633,혈투,(주)싸이더스,169,329.28,43947,액션,15세이상관람가,2011,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
